index;name;country_y;LON;LAT;geometry_y;bidding_zone_y;NUTS_NAME;NUTS_ID;BZ2;p_nom;carrier;marginal_cost;efficiency
14;BE0 21;BE;5718841333;5065376267;POINT (5718841333 5065376267);BE;Région wallonne;BE3;BE;0;solar;0.01;1
15;BE0 22;BE;4220123;50864911;POINT (4220123 50864911);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
15;BE0 22;BE;4220123;50864911;POINT (4220123 50864911);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
16;BE0 23;BE;5522003;50231395;POINT (5522003 50231395);BE;Région wallonne;BE3;BE;0;onwind;0.015;1
16;BE0 23;BE;5522003;50231395;POINT (5522003 50231395);BE;Région wallonne;BE3;BE;0;solar;0.01;1
17;BE0 24;BE;3573303;51016347;POINT (3573303 51016347);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
17;BE0 24;BE;3573303;51016347;POINT (3573303 51016347);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
18;BE0 25;BE;4603271;51209464;POINT (4603271 51209464);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
18;BE0 25;BE;4603271;51209464;POINT (4603271 51209464);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
19;BE0 26;BE;5394287;50499853;POINT (5394287 50499853);BE;Région wallonne;BE3;BE;0;onwind;0.015;1
19;BE0 26;BE;5394287;50499853;POINT (5394287 50499853);BE;Région wallonne;BE3;BE;6.693.129.151;ror;0;0.9
19;BE0 26;BE;5394287;50499853;POINT (5394287 50499853);BE;Région wallonne;BE3;BE;0;solar;0.01;1
20;BE0 3;BE;4177551;51162122;POINT (4177551 51162122);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
20;BE0 3;BE;4177551;51162122;POINT (4177551 51162122);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
21;BE0 4;BE;4927368;51134555;POINT (4927368 51134555);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
21;BE0 4;BE;4927368;51134555;POINT (4927368 51134555);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
22;BE0 5;BE;3551331;51193976;POINT (3551331 51193976);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
22;BE0 5;BE;3551331;51193976;POINT (3551331 51193976);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
23;BE0 6;BE;5807647667;5034269867;POINT (5807647667 5034269867);BE;Région wallonne;BE3;BE;0;onwind;0.015;1
23;BE0 6;BE;5807647667;5034269867;POINT (5807647667 5034269867);BE;Région wallonne;BE3;BE;5.476.196.578;ror;0;0.9
23;BE0 6;BE;5807647667;5034269867;POINT (5807647667 5034269867);BE;Région wallonne;BE3;BE;0;solar;0.01;1
24;BE0 7;BE;3271866;51236125;POINT (3271866 51236125);BE;Vlaams Gewest;BE2;BE;465;CCGT;47.2;0.5
24;BE0 7;BE;3271866;51236125;POINT (3271866 51236125);BE;Vlaams Gewest;BE2;BE;0;offwind-ac;0.015;1
24;BE0 7;BE;3271866;51236125;POINT (3271866 51236125);BE;Vlaams Gewest;BE2;BE;0;offwind-dc;0.015;1
24;BE0 7;BE;3271866;51236125;POINT (3271866 51236125);BE;Vlaams Gewest;BE2;BE;0;onwind;0.015;1
24;BE0 7;BE;3271866;51236125;POINT (3271866 51236125);BE;Vlaams Gewest;BE2;BE;0;solar;0.01;1
25;BE0 8;BE;4836731;50495958;POINT (4836731 50495958);BE;Région wallonne;BE3;BE;0;onwind;0.015;1
25;BE0 8;BE;4836731;50495958;POINT (4836731 50495958);BE;Région wallonne;BE3;BE;3.921.227.179;ror;0;0.9
25;BE0 8;BE;4836731;50495958;POINT (4836731 50495958);BE;Région wallonne;BE3;BE;0;solar;0.01;1
26;BE0 9;BE;5700531;49701337;POINT (5700531 49701337);BE;Région wallonne;BE3;BE;0;onwind;0.015;1
26;BE0 9;BE;5700531;49701337;POINT (5700531 49701337);BE;Région wallonne;BE3;BE;0;solar;0.01;1
27;CZ0 0;CZ;1399887067;4955319867;POINT (1399887067 4955319867);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
27;CZ0 0;CZ;1399887067;4955319867;POINT (1399887067 4955319867);CZ;Česko;CZ0;CZ;2.704.294.606;ror;0;0.9
27;CZ0 0;CZ;1399887067;4955319867;POINT (1399887067 4955319867);CZ;Česko;CZ0;CZ;0;solar;0.01;1
28;CZ0 1;CZ;16351776;49432413;POINT (16351776 49432413);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
28;CZ0 1;CZ;16351776;49432413;POINT (16351776 49432413);CZ;Česko;CZ0;CZ;0;solar;0.01;1
29;CZ0 10;CZ;183955765;4972748325;POINT (183955765 4972748325);CZ;Česko;CZ0;CZ;977;coal;2.410.344.828;0.464
29;CZ0 10;CZ;183955765;4972748325;POINT (183955765 4972748325);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
29;CZ0 10;CZ;183955765;4972748325;POINT (183955765 4972748325);CZ;Česko;CZ0;CZ;0;solar;0.01;1
30;CZ0 11;CZ;1325412257;4971442844;POINT (1325412257 4971442844);CZ;Česko;CZ0;CZ;137;coal;2.410.344.828;0.464
30;CZ0 11;CZ;1325412257;4971442844;POINT (1325412257 4971442844);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
30;CZ0 11;CZ;1325412257;4971442844;POINT (1325412257 4971442844);CZ;Česko;CZ0;CZ;0;solar;0.01;1
31;CZ0 12;CZ;1673812521;4986157236;POINT (1673812521 4986157236);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
31;CZ0 12;CZ;1673812521;4986157236;POINT (1673812521 4986157236);CZ;Česko;CZ0;CZ;0;solar;0.01;1
32;CZ0 13;CZ;1747902151;4938605795;POINT (1747902151 4938605795);CZ;Česko;CZ0;CZ;64;coal;2.410.344.828;0.464
32;CZ0 13;CZ;1747902151;4938605795;POINT (1747902151 4938605795);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
32;CZ0 13;CZ;1747902151;4938605795;POINT (1747902151 4938605795);CZ;Česko;CZ0;CZ;0;solar;0.01;1
33;CZ0 14;CZ;14458008;50591084;POINT (14458008 50591084);CZ;Česko;CZ0;CZ;1104;coal;2.410.344.828;0.464
33;CZ0 14;CZ;14458008;50591084;POINT (14458008 50591084);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
33;CZ0 14;CZ;14458008;50591084;POINT (14458008 50591084);CZ;Česko;CZ0;CZ;0;solar;0.01;1
34;CZ0 15;CZ;15639038;49402037;POINT (15639038 49402037);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
34;CZ0 15;CZ;15639038;49402037;POINT (15639038 49402037);CZ;Česko;CZ0;CZ;0;solar;0.01;1
35;CZ0 16;CZ;16789169;489914585;POINT (16789169 489914585);CZ;Česko;CZ0;CZ;72;coal;2.410.344.828;0.464
35;CZ0 16;CZ;16789169;489914585;POINT (16789169 489914585);CZ;Česko;CZ0;CZ;869.649.259;lignite;1.348.769.575;0.447
35;CZ0 16;CZ;16789169;489914585;POINT (16789169 489914585);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
35;CZ0 16;CZ;16789169;489914585;POINT (16789169 489914585);CZ;Česko;CZ0;CZ;0;solar;0.01;1
36;CZ0 17;CZ;138887785;50465225;POINT (138887785 50465225);CZ;Česko;CZ0;CZ;640;coal;2.410.344.828;0.464
36;CZ0 17;CZ;138887785;50465225;POINT (138887785 50465225);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
36;CZ0 17;CZ;138887785;50465225;POINT (138887785 50465225);CZ;Česko;CZ0;CZ;1.318.343.621;ror;0;0.9
36;CZ0 17;CZ;138887785;50465225;POINT (138887785 50465225);CZ;Česko;CZ0;CZ;0;solar;0.01;1
37;CZ0 18;CZ;1523428015;5054520206;POINT (1523428015 5054520206);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
37;CZ0 18;CZ;1523428015;5054520206;POINT (1523428015 5054520206);CZ;Česko;CZ0;CZ;0;solar;0.01;1
38;CZ0 19;CZ;1470245947;4931884904;POINT (1470245947 4931884904);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
38;CZ0 19;CZ;1470245947;4931884904;POINT (1470245947 4931884904);CZ;Česko;CZ0;CZ;0;solar;0.01;1
39;CZ0 2;CZ;177223205;49839234;POINT (177223205 49839234);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
39;CZ0 2;CZ;177223205;49839234;POINT (177223205 49839234);CZ;Česko;CZ0;CZ;0;solar;0.01;1
40;CZ0 3;CZ;1348421442;5017046401;POINT (1348421442 5017046401);CZ;Česko;CZ0;CZ;2535;coal;2.410.344.828;0.464
40;CZ0 3;CZ;1348421442;5017046401;POINT (1348421442 5017046401);CZ;Česko;CZ0;CZ;2.169.546.046;lignite;1.348.769.575;0.447
40;CZ0 3;CZ;1348421442;5017046401;POINT (1348421442 5017046401);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
40;CZ0 3;CZ;1348421442;5017046401;POINT (1348421442 5017046401);CZ;Česko;CZ0;CZ;0;solar;0.01;1
41;CZ0 4;CZ;14835663;50083582;POINT (14835663 50083582);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
41;CZ0 4;CZ;14835663;50083582;POINT (14835663 50083582);CZ;Česko;CZ0;CZ;0;solar;0.01;1
42;CZ0 5;CZ;1559600833;5017147867;POINT (1559600833 5017147867);CZ;Česko;CZ0;CZ;1180;coal;2.410.344.828;0.464
42;CZ0 5;CZ;1559600833;5017147867;POINT (1559600833 5017147867);CZ;Česko;CZ0;CZ;151.044.345;lignite;1.348.769.575;0.447
42;CZ0 5;CZ;1559600833;5017147867;POINT (1559600833 5017147867);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
42;CZ0 5;CZ;1559600833;5017147867;POINT (1559600833 5017147867);CZ;Česko;CZ0;CZ;0;solar;0.01;1
43;CZ0 6;CZ;12794952;50159305;POINT (12794952 50159305);CZ;Česko;CZ0;CZ;3.368.349.205;CCGT;47.2;0.5
43;CZ0 6;CZ;12794952;50159305;POINT (12794952 50159305);CZ;Česko;CZ0;CZ;2.707.813.166;lignite;1.348.769.575;0.447
43;CZ0 6;CZ;12794952;50159305;POINT (12794952 50159305);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
43;CZ0 6;CZ;12794952;50159305;POINT (12794952 50159305);CZ;Česko;CZ0;CZ;0;solar;0.01;1
44;CZ0 7;CZ;143028255;490948575;POINT (143028255 490948575);CZ;Česko;CZ0;CZ;2160;nuclear;1.690.207.715;0.337
44;CZ0 7;CZ;143028255;490948575;POINT (143028255 490948575);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
44;CZ0 7;CZ;143028255;490948575;POINT (143028255 490948575);CZ;Česko;CZ0;CZ;0;solar;0.01;1
45;CZ0 8;CZ;14372177;500072875;POINT (14372177 500072875);CZ;Česko;CZ0;CZ;475.747.691;coal;2.410.344.828;0.464
45;CZ0 8;CZ;14372177;500072875;POINT (14372177 500072875);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
45;CZ0 8;CZ;14372177;500072875;POINT (14372177 500072875);CZ;Česko;CZ0;CZ;0;solar;0.01;1
46;CZ0 9;CZ;16162262;48995537;POINT (16162262 48995537);CZ;Česko;CZ0;CZ;500;nuclear;1.690.207.715;0.337
46;CZ0 9;CZ;16162262;48995537;POINT (16162262 48995537);CZ;Česko;CZ0;CZ;0;onwind;0.015;1
46;CZ0 9;CZ;16162262;48995537;POINT (16162262 48995537);CZ;Česko;CZ0;CZ;0;solar;0.01;1
47;DE0 0;DE;99570465;49767698;POINT (99570465 49767698);DE;Bayern;DE2;DEII2;122;CCGT;47.2;0.5
47;DE0 0;DE;99570465;49767698;POINT (99570465 49767698);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
47;DE0 0;DE;99570465;49767698;POINT (99570465 49767698);DE;Bayern;DE2;DEII2;0;solar;0.01;1
48;DE0 1;DE;7023010333;5158043333;POINT (7023010333 5158043333);DE;Nordrhein-Westfalen;DEA;DEII2;896;coal;2.410.344.828;0.464
48;DE0 1;DE;7023010333;5158043333;POINT (7023010333 5158043333);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
48;DE0 1;DE;7023010333;5158043333;POINT (7023010333 5158043333);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
49;DE0 10;DE;10469055;52192138;POINT (10469055 52192138);DE;Niedersachsen;DE9;DEII1;94;CCGT;47.2;0.5
49;DE0 10;DE;10469055;52192138;POINT (10469055 52192138);DE;Niedersachsen;DE9;DEII1;35.4;OCGT;5.838.461.538;0.39
49;DE0 10;DE;10469055;52192138;POINT (10469055 52192138);DE;Niedersachsen;DE9;DEII1;43.3;coal;2.410.344.828;0.464
49;DE0 10;DE;10469055;52192138;POINT (10469055 52192138);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
49;DE0 10;DE;10469055;52192138;POINT (10469055 52192138);DE;Niedersachsen;DE9;DEII1;68.924;ror;0;0.9
49;DE0 10;DE;10469055;52192138;POINT (10469055 52192138);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
50;DE0 100;DE;1351559314;5251871882;POINT (1351559314 5251871882);DE;Berlin;DE3;DEII1;164;OCGT;5.838.461.538;0.39
50;DE0 100;DE;1351559314;5251871882;POINT (1351559314 5251871882);DE;Berlin;DE3;DEII1;33.6;biomass;1.495.726.496;0.468
50;DE0 100;DE;1351559314;5251871882;POINT (1351559314 5251871882);DE;Berlin;DE3;DEII1;0;onwind;0.015;1
50;DE0 100;DE;1351559314;5251871882;POINT (1351559314 5251871882);DE;Berlin;DE3;DEII1;0;solar;0.01;1
51;DE0 101;DE;121289065;53129313;POINT (121289065 53129313);DE;Brandenburg;DE4;DEII1;18.6;biomass;1.495.726.496;0.468
51;DE0 101;DE;121289065;53129313;POINT (121289065 53129313);DE;Brandenburg;DE4;DEII1;0;onwind;0.015;1
51;DE0 101;DE;121289065;53129313;POINT (121289065 53129313);DE;Brandenburg;DE4;DEII1;0.17;ror;0;0.9
51;DE0 101;DE;121289065;53129313;POINT (121289065 53129313);DE;Brandenburg;DE4;DEII1;0;solar;0.01;1
52;DE0 102;DE;9019762452;5007652789;POINT (9019762452 5007652789);DE;Bayern;DE2;DEII2;572;OCGT;5.838.461.538;0.39
52;DE0 102;DE;9019762452;5007652789;POINT (9019762452 5007652789);DE;Bayern;DE2;DEII2;510;coal;2.410.344.828;0.464
52;DE0 102;DE;9019762452;5007652789;POINT (9019762452 5007652789);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
52;DE0 102;DE;9019762452;5007652789;POINT (9019762452 5007652789);DE;Bayern;DE2;DEII2;0.22;ror;0;0.9
52;DE0 102;DE;9019762452;5007652789;POINT (9019762452 5007652789);DE;Bayern;DE2;DEII2;0;solar;0.01;1
53;DE0 103;DE;8525848333;4920769233;POINT (8525848333 4920769233);DE;Baden-Württemberg;DE1;DEII2;1402;nuclear;1.690.207.715;0.337
53;DE0 103;DE;8525848333;4920769233;POINT (8525848333 4920769233);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
53;DE0 103;DE;8525848333;4920769233;POINT (8525848333 4920769233);DE;Baden-Württemberg;DE1;DEII2;0.12;ror;0;0.9
53;DE0 103;DE;8525848333;4920769233;POINT (8525848333 4920769233);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
54;DE0 104;DE;11260986;48348948;POINT (11260986 48348948);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
54;DE0 104;DE;11260986;48348948;POINT (11260986 48348948);DE;Bayern;DE2;DEII2;0.535;ror;0;0.9
54;DE0 104;DE;11260986;48348948;POINT (11260986 48348948);DE;Bayern;DE2;DEII2;0;solar;0.01;1
55;DE0 105;DE;13035278;4867736;POINT (13035278 4867736);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
55;DE0 105;DE;13035278;4867736;POINT (13035278 4867736);DE;Bayern;DE2;DEII2;2.842.461;ror;0;0.9
55;DE0 105;DE;13035278;4867736;POINT (13035278 4867736);DE;Bayern;DE2;DEII2;0;solar;0.01;1
56;DE0 106;DE;6892689055;4936880068;POINT (6892689055 4936880068);DE;Saarland;DEC;DEII2;75;CCGT;47.2;0.5
56;DE0 106;DE;6892689055;4936880068;POINT (6892689055 4936880068);DE;Saarland;DEC;DEII2;38.6;OCGT;5.838.461.538;0.39
56;DE0 106;DE;6892689055;4936880068;POINT (6892689055 4936880068);DE;Saarland;DEC;DEII2;1274.6;coal;2.410.344.828;0.464
56;DE0 106;DE;6892689055;4936880068;POINT (6892689055 4936880068);DE;Saarland;DEC;DEII2;0;onwind;0.015;1
56;DE0 106;DE;6892689055;4936880068;POINT (6892689055 4936880068);DE;Saarland;DEC;DEII2;0;solar;0.01;1
57;DE0 107;DE;7546629394;5103749733;POINT (7546629394 5103749733);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
57;DE0 107;DE;7546629394;5103749733;POINT (7546629394 5103749733);DE;Nordrhein-Westfalen;DEA;DEII2;0.88;ror;0;0.9
57;DE0 107;DE;7546629394;5103749733;POINT (7546629394 5103749733);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
58;DE0 108;DE;7675323;51975576;POINT (7675323 51975576);DE;Nordrhein-Westfalen;DEA;DEII2;104.1;CCGT;47.2;0.5
58;DE0 108;DE;7675323;51975576;POINT (7675323 51975576);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
58;DE0 108;DE;7675323;51975576;POINT (7675323 51975576);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
59;DE0 109;DE;129906465;51839165;POINT (129906465 51839165);DE;Sachsen-Anhalt;DEE;DEII1;0;onwind;0.015;1
59;DE0 109;DE;129906465;51839165;POINT (129906465 51839165);DE;Sachsen-Anhalt;DEE;DEII1;0;solar;0.01;1
60;DE0 11;DE;10347748;47742094;POINT (10347748 47742094);DE;Bayern;DE2;DEII2;57.3;oil;1.302.264.631;0.393
60;DE0 11;DE;10347748;47742094;POINT (10347748 47742094);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
60;DE0 11;DE;10347748;47742094;POINT (10347748 47742094);DE;Bayern;DE2;DEII2;54.224;ror;0;0.9
60;DE0 11;DE;10347748;47742094;POINT (10347748 47742094);DE;Bayern;DE2;DEII2;0;solar;0.01;1
61;DE0 110;DE;12049255;49688955;POINT (12049255 49688955);DE;Bayern;DE2;DEII2;0;onwind;0.015;1
61;DE0 110;DE;12049255;49688955;POINT (12049255 49688955);DE;Bayern;DE2;DEII2;132.622;ror;0;0.9
61;DE0 110;DE;12049255;49688955;POINT (12049255 49688955);DE;Bayern;DE2;DEII2;0;solar;0.01;1
62;DE0 111;DE;13599701;54113358;POINT (13599701 54113358);DE;Mecklenburg-Vorpommern;DE8;DEII1;67.8;OCGT;5.838.461.538;0.39
62;DE0 111;DE;13599701;54113358;POINT (13599701 54113358);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;offwind-ac;0.015;1
62;DE0 111;DE;13599701;54113358;POINT (13599701 54113358);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;offwind-dc;0.015;1
62;DE0 111;DE;13599701;54113358;POINT (13599701 54113358);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;onwind;0.015;1
62;DE0 111;DE;13599701;54113358;POINT (13599701 54113358);DE;Mecklenburg-Vorpommern;DE8;DEII1;0;solar;0.01;1
63;DE0 112;DE;79499815;48571558;POINT (79499815 48571558);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
63;DE0 112;DE;79499815;48571558;POINT (79499815 48571558);DE;Baden-Württemberg;DE1;DEII2;0.585;ror;0;0.9
63;DE0 112;DE;79499815;48571558;POINT (79499815 48571558);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
64;DE0 113;DE;8328323;524053095;POINT (8328323 524053095);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
64;DE0 113;DE;8328323;524053095;POINT (8328323 524053095);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
65;DE0 114;DE;1480957;51146617;POINT (1480957 51146617);DE;Sachsen;DED;DEII1;0;onwind;0.015;1
65;DE0 114;DE;1480957;51146617;POINT (1480957 51146617);DE;Sachsen;DED;DEII1;0.20636;ror;0;0.9
65;DE0 114;DE;1480957;51146617;POINT (1480957 51146617);DE;Sachsen;DED;DEII1;0;solar;0.01;1
66;DE0 115;DE;66638945;51590705;POINT (66638945 51590705);DE;Nordrhein-Westfalen;DEA;DEII2;90.4;OCGT;5.838.461.538;0.39
66;DE0 115;DE;66638945;51590705;POINT (66638945 51590705);DE;Nordrhein-Westfalen;DEA;DEII2;1390;coal;2.410.344.828;0.464
66;DE0 115;DE;66638945;51590705;POINT (66638945 51590705);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
66;DE0 115;DE;66638945;51590705;POINT (66638945 51590705);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;78;CCGT;47.2;0.5
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;50;OCGT;5.838.461.538;0.39
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;200;coal;2.410.344.828;0.464
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;33.5;lignite;1.348.769.575;0.447
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;1.007;ror;0;0.9
67;DE0 116;DE;9575485186;5124583803;POINT (9575485186 5124583803);DE;Hessen;DE7;DEII2;0;solar;0.01;1
68;DE0 117;DE;9672089;50543981;POINT (9672089 50543981);DE;Hessen;DE7;DEII2;24.8;oil;1.302.264.631;0.393
68;DE0 117;DE;9672089;50543981;POINT (9672089 50543981);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
68;DE0 117;DE;9672089;50543981;POINT (9672089 50543981);DE;Hessen;DE7;DEII2;0.136;ror;0;0.9
68;DE0 117;DE;9672089;50543981;POINT (9672089 50543981);DE;Hessen;DE7;DEII2;0;solar;0.01;1
69;DE0 118;DE;10239258;52266052;POINT (10239258 52266052);DE;Niedersachsen;DE9;DEII1;243;CCGT;47.2;0.5
69;DE0 118;DE;10239258;52266052;POINT (10239258 52266052);DE;Niedersachsen;DE9;DEII1;100;OCGT;5.838.461.538;0.39
69;DE0 118;DE;10239258;52266052;POINT (10239258 52266052);DE;Niedersachsen;DE9;DEII1;272;coal;2.410.344.828;0.464
69;DE0 118;DE;10239258;52266052;POINT (10239258 52266052);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
69;DE0 118;DE;10239258;52266052;POINT (10239258 52266052);DE;Niedersachsen;DE9;DEII1;18.115;ror;0;0.9
69;DE0 118;DE;10239258;52266052;POINT (10239258 52266052);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
70;DE0 119;DE;8442095526;5319180001;POINT (8442095526 5319180001);DE;Niedersachsen;DE9;DEII1;459.3;CCGT;47.2;0.5
70;DE0 119;DE;8442095526;5319180001;POINT (8442095526 5319180001);DE;Niedersachsen;DE9;DEII1;653;coal;2.410.344.828;0.464
70;DE0 119;DE;8442095526;5319180001;POINT (8442095526 5319180001);DE;Niedersachsen;DE9;DEII1;86;oil;1.302.264.631;0.393
70;DE0 119;DE;8442095526;5319180001;POINT (8442095526 5319180001);DE;Niedersachsen;DE9;DEII1;0;onwind;0.015;1
70;DE0 119;DE;8442095526;5319180001;POINT (8442095526 5319180001);DE;Niedersachsen;DE9;DEII1;0;solar;0.01;1
71;DE0 12;DE;7870325996;5171282843;POINT (7870325996 5171282843);DE;Nordrhein-Westfalen;DEA;DEII2;2333.2;CCGT;47.2;0.5
71;DE0 12;DE;7870325996;5171282843;POINT (7870325996 5171282843);DE;Nordrhein-Westfalen;DEA;DEII2;1396.94;coal;2.410.344.828;0.464
71;DE0 12;DE;7870325996;5171282843;POINT (7870325996 5171282843);DE;Nordrhein-Westfalen;DEA;DEII2;0;onwind;0.015;1
71;DE0 12;DE;7870325996;5171282843;POINT (7870325996 5171282843);DE;Nordrhein-Westfalen;DEA;DEII2;0.62;ror;0;0.9
71;DE0 12;DE;7870325996;5171282843;POINT (7870325996 5171282843);DE;Nordrhein-Westfalen;DEA;DEII2;0;solar;0.01;1
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;147;CCGT;47.2;0.5
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;11.4;OCGT;5.838.461.538;0.39
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;15.9;biomass;1.495.726.496;0.468
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;24.8;coal;2.410.344.828;0.464
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;0.5;oil;1.302.264.631;0.393
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;0.337;ror;0;0.9
72;DE0 120;DE;8825455;49956957;POINT (8825455 49956957);DE;Hessen;DE7;DEII2;0;solar;0.01;1
73;DE0 121;DE;8814697333;5137320467;POINT (8814697333 5137320467);DE;Hessen;DE7;DEII2;13.5;OCGT;5.838.461.538;0.39
73;DE0 121;DE;8814697333;5137320467;POINT (8814697333 5137320467);DE;Hessen;DE7;DEII2;18;biomass;1.495.726.496;0.468
73;DE0 121;DE;8814697333;5137320467;POINT (8814697333 5137320467);DE;Hessen;DE7;DEII2;0;onwind;0.015;1
73;DE0 121;DE;8814697333;5137320467;POINT (8814697333 5137320467);DE;Hessen;DE7;DEII2;0;solar;0.01;1
74;DE0 122;DE;8243866;48763431;POINT (8243866 48763431);DE;Baden-Württemberg;DE1;DEII2;0;onwind;0.015;1
74;DE0 122;DE;8243866;48763431;POINT (8243866 48763431);DE;Baden-Württemberg;DE1;DEII2;234;ror;0;0.9
74;DE0 122;DE;8243866;48763431;POINT (8243866 48763431);DE;Baden-Württemberg;DE1;DEII2;0;solar;0.01;1
